id,organization_name,organization_description,organization_type,collectivity_type,staff,population,consolidation_method,reporting_year,total_scope_1,total_scope_2,total_scope_3,reference_year,action_plan,reductions_scope_1_2,reductions_scope_1,reductions_scope_2,reductions_scope_3,is_draft,source_url
1642,Labeyrie SAS,"Transformation, conservation et commercialisation de produits aquatiques et du terroir",Entreprise,,1450,,Opérationnel,2016,14091.0,2629.0,0.0,2012.0,Oui,,388.0,79.0,235.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1642/back/bilans
1643,SERVICE DEPARTEMENTAL D'INCENDIE ET DE SECOURS DE MEURTHE-ET-MOSELLE,"Les SDIS sont des établissements publics administratifs, dotés de la personnalité juridique et de l’autonomie financière.
Ils sont chargés de la prévention, de la protection et de la lutte contre les incendies.
Ils concourent, avec les autres services et professionnels concernés, à la protection et à la lutte contre les autres accidents, sinistres et catastrophes, à l’évaluation et à la prévention des risques technologiques ou naturels ainsi qu’aux secours d’urgence.
Dans le cadre de leurs co",Etablissement public,,583,,Opérationnel,2015,3138.344,768.377,1298.18,,Oui,0.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1643/back/bilans
1644,HSBC FRANCE,ACTIVITE BANCAIRE,Entreprise,,9217,,Opérationnel,2015,4659.0,1345.0,2484.0,2014.0,Oui,1000.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1644/back/bilans
1645,Fresenius Kabi France,"Laboratoire pharmaceutique spécialisé dans les domaines de la perfusion, de la nutrition clinique et des médicaments injectables.",Entreprise,,674,,Opérationnel,2015,7327.0,708.0,0.0,2011.0,Oui,241.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1645/back/bilans
1647,Centre Hospitalier de Guingamp,"Centre Hospitalier pluridisciplinaire, le Centre Hospitalier  de Guingamp assure des soins dans les services de médecine (médecine, chirurgie, gynéco-obstétrique), de moyen séjour et d’hébergement.",Etablissement public,,910,,Opérationnel,2015,1626.38,246.73,0.0,2010.0,Oui,67.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1647/back/bilans
1648,Coopérative agricole laitière: Les Maîtres Laitiers du Cotentin,"Réception lait entier,écrémé et crème. Fabrication de fromages frais, laits fermentés, lait de consommation et UHT, crème fraîche, beurre. concentration de lait écrémé et sérum.",Entreprise,,641,,Opérationnel,2011,17651.711000000003,2529.938,0.0,2011.0,Oui,1.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1648/back/bilans
1650,EPSM,"L’EPSM Val de Lys est un établissement de Santé Publique pour les personnes souffrantes de troubles mentaux. Les locaux sont donc principalement des locaux d’activités et d’hébergement.
Le site principal se trouve à Saint Venant, différents établissements, rattachés à l’EPSM Val de Lys, sont situés dans le Pas de Calais.",Etablissement public,,1400,,Opérationnel,2015,2347.648,190.196,0.0,2011.0,Oui,16.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1650/back/bilans
1652,Centre Hospitalier de Soissons,"Le centre hospitalier est constitué d’un site principal pour ses activités de soins, et de 2 sites pour des séjours longue durée. Le site principal possède sa cuisine centrale, son laboratoire et un IFSI.",Etablissement public,,1643,,Opérationnel,2015,3471.4700000000003,262.0,0.0,2011.0,Oui,82.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1652/back/bilans
1653,Coopérative agricole laitière: Les Maîtres Laitiers du Cotentin,"Réception lait, écrémage, pasteurisation, fabrication de fromages à pâtes pressées, concentration de sérum.",Entreprise,,49,,Opérationnel,2015,1950.386,234.717,0.0,2011.0,Oui,1.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1653/back/bilans
1657,Air Liquide SA,Activité de siège et de R&D,Entreprise,,1108,,Opérationnel,2015,81.0,442.0,94.0,,Oui,25.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1657/back/bilans
1659,Coopérative agricole laitière: Les Maîtres Laitiers du Cotentin,"Réception de lait entier,écrémage, pasteurisation, Fabrication de crème et beurre",Entreprise,,27,,Opérationnel,2015,463.319,45.961,0.0,2011.0,Oui,46.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1659/back/bilans
1660,Sodexo en France,Restauration Collective & Facilites Management,Entreprise,,34000,,Opérationnel,2015,36786.0,10334.0,0.0,2012.0,Oui,,5498.0,4128.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1660/back/bilans
1661,CENTRE HOSPITALIER DE DECAZEVILLE,Etablissement de soins (MCO + EHPAD + USLD),Etablissement public,,430,,Financier,2015,362.0,36.0,82.0,2011.0,Oui,25.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1661/back/bilans
1662,HOSPICES CIVILS DE LYON,"Hôpitaux publics: Toutes activités médicales, enseignement unversitaire et urgences",Etablissement public,,22500,,Financier,2015,30969.0,3777.0,7872.0,2011.0,Oui,,1000.0,500.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1662/back/bilans
1663,centre hospitalier jacques Coeur,Soin,Etablissement public,,1990,,Opérationnel,2015,2176.0,726.0,19283.0,,Oui,,112.0,20.0,90.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1663/back/bilans
1664,POLE SANTE SARTHE ET LOIR,"Le Centre hospitalier compte 213 lits et places. Il est organisé en 3 pôles :
- Le Pôle Médecine - SSR
- Le Pôle Urgences - Chirurgie – Anesthésie - Mère Enfant
- Le Pôle Urgences – Médico-technique
- Le pôle Médico-Social

Ces services sont complétés par l’hébergement de personnes âgées (les EHPAD de Sablé sur Sarthe et de la Flèche), le foyer d’accueil d’adultes handicapées « le temps de vivre », et l’institut de formation en soins infirmiers et d’aide-soignant. 

Le bilan de l’activit",Etablissement public,,862,,Opérationnel,2015,1914.0,325.0,0.0,2011.0,Oui,20.0,,,5.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1664/back/bilans
1666,BIO-RAD SNC,"Développement et commercialisation de tests et de systèmes de diagnostics destinés aux laboratoires d'analyses médicales, aux centres de transfusion sanguine et aux laboratoires de contrôle industriel",Entreprise,,1200,,Opérationnel,2014,2792.0,813.0,0.0,2011.0,Oui,,92.4,8.5,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1666/back/bilans
1667,CRISTAL UNION-Société coopérative agricole à capital variable,"Le groupe Cristal Union s’appuie sur deux activités historiques que sont la production de sucre à destination de l’industrie et de la bouche ; la production d’alcool et d’éthanol dans les secteurs de l’industrie, la parfumerie, la carburation, les cosmétiques, l’alimentaire et les spiritueux",Entreprise,,2200,,Opérationnel,2015,696865.022,18162.49,153047.917,,Oui,,47561.0,0.0,5990.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1667/back/bilans
1668,Centre Hospitalier Intercommunal de Fréjus Saint-Raphaël,"Centre Hospitalier pluridisciplinaire, le Centre Hospitalier Intercommunal  de Fréjus Saint-Raphaël assure des soins dans les services de médecine (médecine, chirurgie, gynéco-obstétrique), de psychiatrie, de moyen et long séjour et d’hébergement.",Etablissement public,,1850,,Opérationnel,2015,2051.9100000000003,391.75,0.0,,Oui,88.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1668/back/bilans
1670,PARTENORD HABITAT,"Les métiers de Partenord Habitat sont : bailleur social, constructeur, aménageur, promoteur et acteur politique de la ville.",Etablissement public,,733,,Opérationnel,2015,88145.0,2351.0,29997.0,,Oui,4800.0,,,100.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1670/back/bilans
1674,LABORATOIRES SERVIER INDUSTRIE,"Développement, industrialisation, fabrication et distribution de spécialités pharmaceutiques",Entreprise,,800,,Financier,2015,8403.0,13974.0,56484.0,2010.0,Oui,500.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1674/back/bilans
1675,Kronenbourg SAS,Brasserie Fabrication de biere,Entreprise,,1200,,Opérationnel,2015,20121.0,3708.0,2816.0,,Oui,24268.0,,,4964.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1675/back/bilans
1676,TPAS,"TPAS, Transport Public de l’Agglomération Stéphanoise est, par l'intermédiaire d'une délagation de service public, l'entité juridique exploitante du réseau de transport urbain de l’Agglomération Stéphanoise.
Le réseau dessert 45 communes et comporte 73 lignes de transport.
TPAS réalise les activités de conduite, régulation du trafic, contrôle fraude, maintenance des véhicules et infrastructures, activités commerciales...
Le parc de véhicule se compose de 35 tramways, 150 bus et 11 trolleybus.",Entreprise,,688,,Opérationnel,2015,9199.737,530.71,0.0,2011.0,Oui,200.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1676/back/bilans
1677,SA,DESTOCKAGE DE PRODUITS DE GRANDE CONSOMMATION,Entreprise,,1958,,Opérationnel,2014,1703.0,391.0,0.0,,Oui,123.5,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1677/back/bilans
1678,UPEM,Établissement d'enseignement supérieur,Etablissement public,,981,,Opérationnel,2015,1545.0,359.0,503.0,2012.0,Oui,,60.0,90.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1678/back/bilans
1679,CENTRE HOSPITALIER DE RODEZ,"Le centre hospitalier de Rodez est l’hôpital pivot du territoire de santé de l’Aveyron. L'hôpital Jacques Puel comprend 409 lits et places de médecine, chirurgie, médecine-obstétrique.
Le centre hospitalier de Rodez dispose également de plusieurs autres sites :
- le site des Peyrières, disposant de 139 lits d’hébergement, de 30 lits de long séjour et de 40 lits de SSR
- EHPAD Saint-Jacques, disposant de quatre-vingt lits d’hébergement
- des sites à orientation pédopsychiatriques",Etablissement public,,1626,,Financier,2015,2632.0,276.0,515.0,,Oui,150.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1679/back/bilans
1680,Département du Rhône,,Collectivité territoriale (dont EPCI),Départements,1813,44300.0,,2015,6486.0,630.0,4531.0,,Oui,0.0,,,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1680/back/bilans
1681,TECHNIP FRANCE,"Technip peut fournir tout ou partie des services d’ingénierie de base et de détail, d’approvisionnement des équipements, de supervision de la construction et de management de projet.",Entreprise,,3252,,Opérationnel,2015,1410.0,927.0,0.0,,Oui,84.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1681/back/bilans
1682,CHU de TOULOUSE,Activités de soins,Etablissement public,,11189,,Opérationnel,2015,16444.0,2817.0,3090.0,2012.0,Oui,1300.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1682/back/bilans
1684,Département des Vosges,,Collectivité territoriale (dont EPCI),Départements,2098,375226.0,,2015,8596.0,929.0,1857.0,2011.0,Oui,500.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1684/back/bilans
1685,VetAgro Sup,"L’institut VetAgro Sup est un établissement public d'enseignement supérieur. VetAgro Sup est né le 1er janvier 2010 de la fusion de l'École nationale vétérinaire de Lyon, l'École nationale d'ingénieurs des travaux agricoles de Clermont-Ferrand et l'École nationale des services vétérinaires.",Etablissement public,,300,,Opérationnel,2015,1635.09,278.1,0.0,,Oui,202.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1685/back/bilans
1689,Centre Distributeur Alimentaire du sud Ouest (C.D.A Sud Ouest),Le centre commercial Edouard Leclerc d’Ibos est situé sur la zone commerciale Ibos Meridien. Il s'agit du principal hypermarché des Hautes Pyrénées (65).,Entreprise,,516,,Opérationnel,2015,490.0,525.0,507.0,,Oui,,15.0,75.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1689/back/bilans
1690,CCI DE REGION PACA,Réseau des Chambres de Commerce et d'Industrie de Provence-Alpes-Côte d'Azur,Etablissement public,,1167,,Opérationnel,2013,1859.0,514.0,1217.0,,Oui,,188.0,51.0,122.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1690/back/bilans
1693,Crous de Strasbourg,"Le Crous de Strasbourg propose des prestations à l'attention des étudiants (logement, restauration, bourse, action culturelle,...)",Etablissement public,,450,,Opérationnel,2015,1618.774,614.2,0.0,,Oui,1.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1693/back/bilans
1694,Steelcase SAS,"Steelcase, leader du mobilier de bureau, développe une vaste gamme de mobilier et d’accessoires de bureaux, innovants et respectueux de l’environnement, et propose également un ensemble de services complémentaires pour accompagner ses clients dans la réalisation de leurs projets.",Entreprise,,593,,Financier,2018,1266.795,253.601,0.0,2015.0,Oui,862.0,,,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1694/back/bilans
1698,Centre Hospitalier de Gaillac,Médecine - Soins de suite - USLD - EHPAD,Etablissement public,,400,,Opérationnel,2014,984.131,71.0,0.0,,Oui,50.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1698/back/bilans
1699,Centre hospitalier de Menton,Établissement public de santé,Etablissement public,,455,,Opérationnel,2015,691.0,200.0,118.0,2011.0,Oui,100.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1699/back/bilans
1700,Bergerat Monnoyeur,"Commerce de gros de machines pour l’extraction, la construction et le génie civil",Entreprise,,1472,,Opérationnel,2015,5836.0,130.0,1399.0,,Oui,1193.2,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1700/back/bilans
1701,CREDIT AGRICOLE AQUITAINE,Banque Assurance Immobilier,Entreprise,,2560,,Opérationnel,2014,1872.0,728.0,0.0,,Oui,,37.0,10.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1701/back/bilans
1702,CENTRE HOSPITALIER DE SAINT CALAIS,"Etablissement de santé avec service d’urgences, services d’hébergement (personnes âgées dépendantes, adultes handicapés), service de consultations externes, médecine, soins de suite et de réadaptation, unité de soins de longue durée, soins palliatifs, service de soins infirmiers à domicile.",Etablissement public,,418,,Financier,2015,1148.0,47.0,227.0,,Oui,110.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1702/back/bilans
1704,CENTRE HOSPITALIER DE TOURCOING,CENTRE HOSPITALIER DE TOURCOING,Etablissement public,,1926,,Opérationnel,2016,2196.015,492.78,0.0,2012.0,Oui,,2196.0,492.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1704/back/bilans
1705,AIR LIQUIDE FRANCE INDUSTRIE,"PRODUCTION, COMMERCIALISATION ET DISTRIBUTION DE GAZ INDUSTRIELS",Entreprise,,2346,,Opérationnel,2015,899242.0,155654.0,259020.0,2011.0,Oui,6400.0,,,2100.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1705/back/bilans
1708,Caisse Régionale de Crédit Agricole Nord Midi-Pyrénées,"Etablissement bancaire coopératif sur les départements de l'Aveyron, du Lot, du Tarn et du Tarn-et-Garonne.",Entreprise,,2100,,Opérationnel,2015,1590.0,532.0,15755.0,,Oui,40.0,,,200.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1708/back/bilans
1709,Ville de Colmar,,Collectivité territoriale (dont EPCI),Communes,1230,69488.0,,2015,19463.0,2383.0,0.0,,Oui,850.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1709/back/bilans
1710,Colmar Agglomération,,Collectivité territoriale (dont EPCI),Communauté d'agglomération,109,113883.0,,2015,7534.0,953.0,0.0,2011.0,Oui,331.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1710/back/bilans
1711,Aprolis,Commerce de gros de fournitures et équipements industriels divers,Entreprise,,914,,Opérationnel,2015,3813.0,49.0,940.0,,Oui,792.8,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1711/back/bilans
1712,Association ORSAC,,Association,,3000,,Opérationnel,2015,6384.0,895.0,0.0,,Oui,,6385.0,895.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1712/back/bilans
1714,SMACL Assurances,Mutuelle d'Assurances régie par le Code des Assurances,Entreprise,,745,,Opérationnel,2015,338.1,319.0,2887.1,,Oui,1.0,,,1.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1714/back/bilans
1715,STORENGY,"Storengy conçoit, développe et exploite des stockages souterrains de gaz naturel en France, en Allemagne et au Royaume-Uni. Avec une capacité de stockage de 10 Milliards de m3 en France. Storengy offre à ses clients des produits innovants à travers son expérience de commercialisateur sur différents marchés et environnements réglementaires.",Entreprise,,837,,Opérationnel,2015,129703.0,5178.0,0.0,2010.0,Oui,0.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1715/back/bilans
1716,OGF,"OGF est le leader français des services funéraires. Le Groupe affirme son expertise sur l’ensemble des activités liées au funéraire, des services de pompes funèbres à la gestion de crématoriums, de la production de cercueils à la pose de monuments funéraires, des contrats de prévoyance à l’accompagnement après obsèques. Le nombre d’établissements OGF au 30 septembre 2016 est d'environ 60 crématoriums, 2 usines, 1100 agences, 550 chambres funéraires, 200 dépôts (flotte automobile) pour une factur",Entreprise,,6200,,Financier,2014,25687.0,2543.0,0.0,2012.0,Oui,,7159.0,765.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1716/back/bilans
1717,CHU de Bordeaux,Centre Hospitalier Universitaire de Bordeaux,Etablissement public,,13902,,Opérationnel,2015,26262.18,4998.72,0.0,,Oui,5000.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1717/back/bilans
1720,Office Public de l'Habitat d'Amiens,"L’OPAC d'Amiens est un Office Public de l'Habitat qui a pour collectivité de rattachement la ville d'Amiens. Premier bailleur social de la Somme, l'OPH a pour principales missions de louer et gérer des immeubles à usage d’habitation ayant des caractéristiques
techniques définies par le législateur, destinés aux personnes dont les revenus n’excédent pas les seuils fixés par arrêté; réaliser, pour la location, des opérations d’habitations à un prix de revient défini par la loi.",Etablissement public,,274,,Opérationnel,2015,124.0,109.0,0.0,,Oui,31.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1720/back/bilans
1721,SANTE BIEN-ETRE,"Association d'établissements et de services sanitaires, sociaux et médico-sociaux",Association,,1487,,Opérationnel,2015,3617.0,458.0,0.0,,Oui,,360.0,23.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1721/back/bilans
1723,MMA IARD SA,MMA IARD SA évolue sur le secteur d'activité : Assurance,Entreprise,,5316,,Opérationnel,2015,1826.0,549.0,29449.0,,Oui,238.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1723/back/bilans
1727,Centre Hospitalier,"Établissement publique de santé disposant d'activités de MCO, SSR, et d’hébergement d'environ 300 lits et place.",Etablissement public,,500,,Opérationnel,2014,578.0500000000001,100.99,151.15,,Oui,579.0,,,151.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1727/back/bilans
1728,CHU de Nîmes,,Etablissement public,,6131,,Opérationnel,2014,4192.0,6213.0,0.0,,Oui,0.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1728/back/bilans
1729,thyssenkrupp Presta France S.A.S.,Fabrication de systèmes de direction (crémaillères et colonnes de direction pour l'automobile),Entreprise,,1199,,Opérationnel,2015,1139.0,576.0,0.0,2011.0,Oui,,235.0,11.7,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1729/back/bilans
1733,Département de la Gironde,,Collectivité territoriale (dont EPCI),Départements,6500,1500000.0,,2014,37583.0,2131.0,109992.0,,Oui,500.0,,,10000.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1733/back/bilans
1734,BEAUTE RECHERCHE ET INDUSTRIES,BEAUTE RECHERCHE ET INDUSTRIES (BRI) est une entreprise du groupe L'OREAL spécialisée dans la fabrication de parfums et de cosmétiques de luxe.,Entreprise,,505,,Opérationnel,2015,975.2,0.5,0.0,2011.0,Oui,800.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1734/back/bilans
1739,Eneria,Commerce de gros de matériel électriques,Entreprise,,541,,Opérationnel,2015,2439.0,33.0,584.0,,Oui,494.4,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1739/back/bilans
1740,Régie départementale des transports de l'Aisne,,Etablissement public,,454,,Opérationnel,2015,7935.15,24.0,6208.0,,Oui,,0.0,0.0,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1740/back/bilans
1742,Geodis Logistics Ile de France,Prestation logistique et activité à valeur ajoutée associées,Entreprise,,511,,Opérationnel,2011,3828.0,807.0,0.0,,Oui,92.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1742/back/bilans
1745,SABENA TECHNICS,Activités de maintenance aéronautique,Entreprise,,700,,Opérationnel,2015,2509.63,835.42,0.0,2011.0,Oui,85.0,,,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1745/back/bilans
1749,VVF villages,VVF villages est une entreprise associative qui gère 85 villages de vacances en France,Association,,1000,,Opérationnel,2015,4426.0,1838.0,0.0,,Oui,,220.0,92.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1749/back/bilans
1751,MRL,Maison de retraite,Etablissement public,,413,,Opérationnel,2015,954.0,107.0,0.0,,Oui,122.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1751/back/bilans
1754,Bourg en Bresse Agglomération,,Collectivité territoriale (dont EPCI),Communauté d'agglomération,196,74353.0,,2015,2333.5600000000004,706.66,11293.499999999998,2012.0,Oui,27.0,,,2065.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1754/back/bilans
1755,GUINTOLI,"Avec sa filiale GUINTOLI, entreprise leader en France pour l’activité des terrassements, forte d’une expérience acquise au cours de plusieurs décennies sur les grands chantiers de construction d’autoroutes et de LGV, le groupe NGE est présent sur l’ensemble du territoire et intervient en tant que véritable spécialiste des mouvements de terre.",Entreprise,,2069,,Opérationnel,2015,54573.25,61.8,13237.0,2012.0,Oui,,2728.0,3.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1755/back/bilans
1758,clinique ESQUIROL SAINT HILAIRE,HOSPITALISATION PRIVEE MCO/SSR,Entreprise,,550,,Opérationnel,2015,966.0,312.0,0.0,2011.0,Oui,,55.0,6.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1758/back/bilans
1759,CHU de Montpellier,Centre Hospitalier Universitaire de Montpellier,Etablissement public,,10679,,Opérationnel,2015,6878.0,15685.0,898.0,,Oui,400.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1759/back/bilans
1760,SAFRAN POWER UNITS,"Filiale de TURBOMECA et société du Groupe SAFRAN, SAFRAN POWER UNITS est une
société internationale de haute technologie spécialisée dans la conception, le
développement et la fabrication de turbines à gaz de petite puissance.",Entreprise,,500,,Opérationnel,2016,2528.0,362.0,0.0,,Oui,21.9,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1760/back/bilans
1761,Delta Security Solutions,installation maintenance et télésurveillance de système de sécurité électronique,Entreprise,,1106,,Opérationnel,2015,4358.6,141.0,0.0,2011.0,Oui,,1281.0,0.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1761/back/bilans
1763,Adapei 79,"L’Adapei 79 est une association de type loi 1901, à but non lucratif, qui a deux objectifs définis par ses statuts :
-	La défense des droits des personnes en situation de handicap et de leurs familles
-	La gestion d’établissements et de services sociaux et médico-sociaux",Association,,1270,,Opérationnel,2015,2545899.34,304401.99,0.0,,Oui,58.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1763/back/bilans
1764,Aéroports de Paris SA,"Le Groupe ADP construit, aménage et exploite des plates-formes aéroportuaires parmi lesquelles Paris-Charles de Gaulle, Paris-Orly et Paris-Le Bourget. En 2015, Groupe ADP a accueilli plus de 95 millions de passagers sur Paris-Charles de Gaulle et Paris-Orly.",Entreprise,,6553,,Opérationnel,2015,53656.0,27902.0,0.0,2011.0,Oui,,17105.0,4979.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1764/back/bilans
1765,URBAINE DE TRAVAUX,"Construction et réhabilitation de Bâtiments et Travaux de Génie Civil (Grand Travaux, Assainissement, Voirie et Réseaux,...)",Entreprise,,487,,Opérationnel,2016,1560.0,168.0,0.0,2012.0,Oui,,20.0,0.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1765/back/bilans
1767,SPBI,"La société SPBI fait partie du Groupe BENETEAU. Elle est spécialisée dans la conception, fabrication et commercialisation de bateaux de plaisance.",Entreprise,,3247,,Opérationnel,2015,9048.0,1790.0,0.0,,Oui,27.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1767/back/bilans
1769,SAINT QUENTIN,,Collectivité territoriale (dont EPCI),Communes,924,56000.0,,2015,3170.0,1388.0,766.0,,Oui,500.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1769/back/bilans
1770,CENTRE HOSPITALIER DE PERIGUEUX,Centre Hospitalier de Périgueux : 1273 lits et places dont 617 MCO - 37 d'HAD - 109 de Psychiatrie - 547 d'EHPAD et d'USLD - 1607 Naissances - 33872 passages aux urgences - 183 M€ de budget d'exploitation (Données 2015),Etablissement public,,2442,,Opérationnel,2013,6527.0,787.0,0.0,,Oui,142.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1770/back/bilans
1772,CENTRE HOSPITALIER SAMUEL POZZI,,Etablissement public,,900,,Opérationnel,2013,1060.9299999999998,201.8,4566.34,,Oui,,872.0,202.0,4566.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1772/back/bilans
1773,Communauté d'Agglomération de SAINT QUENTIN,,Collectivité territoriale (dont EPCI),Communauté d'agglomération,324,80000.0,,2015,3508.0,695.0,1025.0,,Oui,500.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1773/back/bilans
1774,Comité Commun Activités Sanitaires et Sociales,,Association,,973,,Opérationnel,2015,1585.0,215.0,0.0,,Oui,,159.0,11.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1774/back/bilans
