Country,Data source,Sector,Gas,Unit,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
Denmark,CAIT,Total including LUCF,All GHG,MtCO₂e,46.73,47.02,49.19,44.65,46.73,50.98,49.44,54.51,61.79,61.36,64.17,67.65,72.46,64.69,68.54,74.87,69.44,69.7,68.8,73.01,75.85,79.91,89.58,76.11,79.2,75.5,72.94,79.13,68.51
Solomon Islands,CAIT,Total including LUCF,All GHG,MtCO₂e,46.35,46.31,46.29,-17.02,-17.01,-16.98,-17.03,-17.05,2.44,2.42,2.4,2.41,2.39,2.39,2.35,2.3,2.28,2.26,4.47,4.45,4.43,4.42,4.4,4.39,4.37,4.35,4.34,4.32,4.31
Syria,CAIT,Total including LUCF,All GHG,MtCO₂e,46.32,47.55,44.93,43.71,48.43,55.61,75.26,88.89,95.31,95.8,101.03,99.92,96.24,92.26,81.14,78.81,78.47,77.86,77.34,77.33,78.35,75.09,74.64,71.42,67.26,63.85,63.36,62.21,57.85
Niger,CAIT,Total including LUCF,All GHG,MtCO₂e,46.3,44.29,42.57,40.84,39.04,36.81,34.98,32.52,30.9,30.74,29.36,28.09,26.86,25.88,24.95,24.06,23.13,22.31,26.02,25.16,24.52,23.53,22.95,22.15,21.5,20.95,20.23,19.68,19.16
North Korea,CAIT,Total including LUCF,All GHG,MtCO₂e,45.29,49.31,56.75,51.77,58.13,54.06,64.62,62.99,75.66,78.77,95.15,87.05,99.57,97.45,94.68,92.98,91.67,94.55,96.09,92.8,88.91,97.42,105.49,117.3,124.95,134.39,143.85,157.99,165.49
Somalia,CAIT,Total including LUCF,All GHG,MtCO₂e,44.32,44.27,44.42,44.46,44.4,44.25,44.11,43.79,43.62,43.37,43.3,43.23,44.29,45.52,45.04,44.7,44.43,44.0,43.42,43.22,43.12,43.24,42.82,42.35,41.67,39.7,37.7,39.63,42.49
Switzerland,CAIT,Total including LUCF,All GHG,MtCO₂e,43.78,44.96,45.95,45.49,46.26,50.06,49.04,47.81,51.74,50.18,51.65,50.06,51.99,52.29,51.6,51.15,49.96,51.64,50.89,51.69,51.57,50.03,51.49,50.9,49.97,50.85,53.31,53.4,51.19
Mali,CAIT,Total including LUCF,All GHG,MtCO₂e,43.74,42.14,41.05,36.67,35.19,34.62,33.43,32.76,31.8,29.62,29.38,27.94,27.0,26.68,25.72,23.41,22.62,22.34,25.12,25.91,24.64,20.19,19.21,18.75,18.41,18.15,17.93,17.87,17.91
Madagascar,CAIT,Total including LUCF,All GHG,MtCO₂e,41.29,40.56,41.83,41.14,40.11,40.01,41.03,40.25,52.19,51.66,50.74,52.14,50.81,52.32,48.12,49.15,46.58,48.81,56.64,57.91,58.19,56.97,57.56,56.91,56.47,56.51,56.05,55.72,55.62
Guinea,CAIT,Total including LUCF,All GHG,MtCO₂e,41.17,41.11,40.96,37.1,36.32,35.61,35.37,33.86,32.29,30.01,29.54,28.92,28.54,28.2,26.72,26.68,26.45,25.27,24.28,23.84,24.27,22.8,22.36,22.9,22.49,22.07,21.7,21.37,21.05
Slovakia,CAIT,Total including LUCF,All GHG,MtCO₂e,38.86,39.42,37.52,30.16,29.74,32.39,31.75,34.06,34.76,33.17,36.81,36.94,37.92,38.39,37.5,38.16,37.87,38.43,36.76,39.35,40.81,42.0,42.19,42.15,41.56,44.27,46.97,49.51,57.56
Cuba,CAIT,Total including LUCF,All GHG,MtCO₂e,38.82,39.47,42.62,31.91,31.83,32.18,33.5,33.31,36.89,33.85,32.45,33.0,31.95,31.05,30.85,31.31,32.06,33.39,33.9,33.57,33.23,33.75,31.3,28.2,26.44,25.11,28.9,34.84,43.7
Guatemala,CAIT,Total including LUCF,All GHG,MtCO₂e,38.7,37.01,37.78,40.85,37.85,36.81,35.56,34.86,40.28,40.51,38.9,40.22,38.59,39.24,37.1,38.12,36.43,35.42,38.72,36.22,37.53,33.65,33.19,32.69,31.59,31.27,30.51,29.24,28.77
Nicaragua,CAIT,Total including LUCF,All GHG,MtCO₂e,38.67,38.49,38.67,29.87,28.96,28.05,27.77,27.42,38.95,38.56,38.46,38.58,38.41,38.25,37.77,38.29,37.12,36.65,32.52,31.95,31.37,30.4,29.56,29.54,30.15,29.83,29.16,28.25,29.61
Laos,CAIT,Total including LUCF,All GHG,MtCO₂e,38.63,38.76,37.4,29.28,24.93,24.44,23.43,21.53,28.63,24.97,23.56,27.97,23.14,24.05,26.78,22.54,21.97,20.89,20.41,20.98,22.36,20.68,21.09,20.82,20.83,20.52,20.56,20.31,20.45
Dominican Republic,CAIT,Total including LUCF,All GHG,MtCO₂e,37.5,35.45,36.23,35.38,33.01,32.76,32.99,32.22,31.09,29.76,30.26,30.08,28.88,26.99,25.69,26.43,28.75,26.35,20.27,19.5,18.86,16.96,15.27,14.35,13.84,11.84,11.31,9.8,8.65
Tunisia,CAIT,Total including LUCF,All GHG,MtCO₂e,37.31,36.96,35.94,44.05,43.25,41.0,41.13,40.18,36.65,34.33,33.74,33.61,32.93,31.88,31.36,30.21,30.0,29.93,29.55,27.97,26.53,25.15,24.45,22.96,22.29,22.3,20.73,19.98,18.94
Sri Lanka,CAIT,Total including LUCF,All GHG,MtCO₂e,37.15,37.83,37.21,34.51,31.22,28.37,30.51,29.14,28.05,26.82,27.67,27.37,26.41,27.96,25.98,25.78,24.54,23.54,25.84,26.75,27.46,30.06,32.19,32.47,32.32,31.4,30.95,29.1,29.15
Jordan,CAIT,Total including LUCF,All GHG,MtCO₂e,35.81,36.74,35.07,34.97,34.68,32.42,32.12,28.55,27.43,27.57,26.89,27.63,26.18,25.44,23.93,22.43,21.84,21.03,20.9,20.34,21.28,22.07,22.57,23.34,23.71,22.63,21.89,19.14,18.67
Uruguay,CAIT,Total including LUCF,All GHG,MtCO₂e,34.39,34.34,35.28,29.77,30.0,30.53,31.52,30.67,26.04,28.45,28.89,26.35,27.39,25.27,25.09,23.18,22.28,21.95,19.07,20.96,19.94,20.38,20.7,19.4,19.19,19.31,18.77,17.16,15.54
Senegal,CAIT,Total including LUCF,All GHG,MtCO₂e,34.36,34.1,34.15,32.58,31.67,31.06,29.7,30.01,30.85,29.75,29.35,28.41,28.23,27.79,26.99,24.79,25.41,25.89,26.68,26.64,24.38,23.12,22.56,21.26,20.89,20.47,20.12,19.58,19.19
Lebanon,CAIT,Total including LUCF,All GHG,MtCO₂e,34.28,35.52,33.71,32.58,30.23,28.28,28.28,25.68,25.07,25.97,22.54,18.79,19.8,20.73,21.31,20.76,20.07,20.1,18.78,19.94,18.97,18.62,16.41,15.39,13.12,12.17,8.78,8.73,7.23
Sweden,CAIT,Total including LUCF,All GHG,MtCO₂e,30.05,32.5,32.87,27.85,27.95,29.28,30.98,33.83,49.08,43.5,47.38,48.52,50.61,52.14,55.69,57.11,56.12,54.79,69.41,73.6,74.87,74.08,80.33,74.78,75.23,73.42,73.46,70.91,70.26
Norway,CAIT,Total including LUCF,All GHG,MtCO₂e,28.42,27.97,29.02,29.65,29.38,29.11,30.03,31.17,29.06,24.7,25.29,26.77,26.14,25.72,26.97,26.45,24.51,25.04,32.21,37.58,35.64,34.06,32.45,31.6,32.28,30.74,28.89,28.34,30.91
Honduras,CAIT,Total including LUCF,All GHG,MtCO₂e,28.13,26.94,27.37,27.69,27.39,27.07,26.24,26.31,24.46,24.38,24.31,24.28,23.57,23.2,22.52,22.75,19.92,19.47,19.42,18.96,19.98,19.47,19.15,19.59,18.8,18.09,18.27,17.94,17.8
Benin,CAIT,Total including LUCF,All GHG,MtCO₂e,28.12,27.01,26.83,25.15,24.5,23.93,23.22,23.23,22.99,22.4,21.7,21.93,21.08,20.33,19.11,19.02,19.06,18.12,23.56,23.33,23.55,22.43,22.14,20.82,20.97,20.68,20.56,20.44,20.31
Malawi,CAIT,Total including LUCF,All GHG,MtCO₂e,26.83,25.4,24.98,24.41,23.53,22.49,21.87,21.0,20.48,19.66,20.04,19.59,19.26,19.45,18.84,18.67,17.97,17.33,16.99,16.93,16.82,16.49,16.44,16.27,15.83,17.09,17.84,18.71,19.42
Bosnia and Herzegovina,CAIT,Total including LUCF,All GHG,MtCO₂e,25.45,25.73,25.46,20.93,20.75,23.33,23.56,25.35,26.3,26.3,26.06,24.16,23.04,21.17,20.5,19.44,18.94,18.8,22.07,18.3,18.31,15.47,10.56,9.48,9.57,19.89,23.34,30.87,33.41
Equatorial Guinea,CAIT,Total including LUCF,All GHG,MtCO₂e,23.1,22.53,22.98,25.0,26.39,28.11,29.21,29.36,29.62,29.99,29.54,28.35,30.2,29.36,26.62,22.63,19.6,16.41,14.13,12.09,10.37,8.88,7.25,5.23,5.18,5.12,4.15,4.09,4.04
Trinidad and Tobago,CAIT,Total including LUCF,All GHG,MtCO₂e,23.03,23.2,22.97,25.71,26.1,26.63,25.74,26.52,25.7,23.09,23.84,24.59,24.56,21.82,18.05,17.3,17.95,17.24,16.06,15.79,15.59,15.18,14.64,14.38,14.2,13.65,13.1,14.15,15.23
Liberia,CAIT,Total including LUCF,All GHG,MtCO₂e,22.66,22.52,22.58,23.19,21.87,20.63,20.04,19.34,18.55,18.96,18.0,17.88,17.88,17.51,17.35,17.22,17.0,16.92,16.84,16.68,16.65,16.45,16.29,16.25,16.39,16.56,16.73,16.85,17.13
Namibia,CAIT,Total including LUCF,All GHG,MtCO₂e,22.49,23.45,23.4,22.66,22.53,23.26,30.05,28.46,23.48,24.07,21.16,22.61,23.23,21.88,21.28,20.78,20.11,21.48,21.48,20.66,20.62,19.89,20.04,20.15,20.04,19.85,19.89,19.94,N/A
Panama,CAIT,Total including LUCF,All GHG,MtCO₂e,22.41,22.29,22.72,22.5,23.03,22.42,22.08,21.37,20.28,19.63,18.03,17.9,17.87,17.33,15.66,15.64,15.33,16.04,16.24,16.1,16.98,15.94,16.03,16.08,15.86,15.56,15.29,14.62,14.11
Yemen,CAIT,Total including LUCF,All GHG,MtCO₂e,21.76,21.97,22.74,26.05,38.81,38.35,31.47,32.39,35.61,36.97,33.06,31.41,29.68,29.33,28.24,26.98,24.03,23.84,22.25,21.07,19.24,17.82,16.48,15.82,14.3,13.92,14.8,14.02,12.37
Estonia,CAIT,Total including LUCF,All GHG,MtCO₂e,20.56,20.86,20.21,11.95,14.39,15.72,13.31,14.54,20.26,16.26,19.66,21.2,17.18,18.41,18.26,18.1,16.15,16.56,16.08,16.43,17.37,17.88,18.3,17.42,19.11,19.99,25.79,33.58,37.37
Republic of Congo,CAIT,Total including LUCF,All GHG,MtCO₂e,20.29,19.88,20.22,19.03,19.0,19.35,19.8,19.89,19.65,19.38,19.33,18.89,18.96,18.53,16.05,16.01,14.72,14.41,14.51,14.98,15.15,15.25,14.68,15.9,15.75,15.98,16.01,16.1,13.88
Ghana,CAIT,Total including LUCF,All GHG,MtCO₂e,19.6,18.03,16.43,70.87,68.23,67.66,64.77,61.83,74.94,72.93,71.51,71.59,71.09,69.78,67.34,68.4,67.7,66.27,31.16,30.34,31.33,27.77,26.37,25.42,24.85,24.38,23.88,23.16,22.89
Bulgaria,CAIT,Total including LUCF,All GHG,MtCO₂e,19.52,22.65,20.47,45.2,42.55,39.96,45.04,50.74,33.49,31.8,39.21,41.68,37.48,37.41,37.44,38.75,33.96,36.61,35.97,36.58,43.51,47.36,49.88,49.35,48.13,52.02,53.5,59.37,76.59
Guyana,CAIT,Total including LUCF,All GHG,MtCO₂e,19.12,18.91,18.84,21.57,21.45,21.25,21.1,20.86,13.13,12.87,12.84,12.7,12.39,12.58,12.95,12.55,12.27,12.38,11.63,11.94,11.88,11.72,11.38,11.02,10.23,9.94,9.8,9.81,9.59
Croatia,CAIT,Total including LUCF,All GHG,MtCO₂e,18.21,19.06,18.39,21.19,20.6,21.33,22.45,24.41,25.35,25.91,28.47,29.3,27.79,27.06,27.17,27.4,26.3,25.3,24.49,25.41,25.8,25.44,23.96,24.61,23.33,23.25,22.36,21.34,27.85
Lithuania,CAIT,Total including LUCF,All GHG,MtCO₂e,18.21,18.11,18.21,12.71,12.46,12.94,13.83,13.92,20.55,19.74,23.33,23.9,22.9,22.78,21.64,20.69,20.52,20.16,20.23,21.94,24.69,23.81,24.04,23.29,24.9,26.92,32.84,47.61,45.88
Slovenia,CAIT,Total including LUCF,All GHG,MtCO₂e,17.51,17.65,17.48,13.68,13.6,15.15,15.79,16.4,7.56,7.26,9.25,8.26,8.33,7.96,7.76,7.54,7.57,7.5,8.76,9.06,9.75,10.02,9.54,8.72,7.85,7.77,7.06,7.32,8.35
Brunei,CAIT,Total including LUCF,All GHG,MtCO₂e,16.95,16.66,16.57,16.27,17.39,17.45,17.66,17.62,18.47,19.54,19.79,19.9,20.75,18.86,18.86,19.26,18.14,18.06,18.07,17.48,21.65,17.99,17.09,16.79,16.28,15.86,15.45,15.11,15.51
Georgia,CAIT,Total including LUCF,All GHG,MtCO₂e,16.9,17.19,17.39,16.97,16.63,16.05,15.26,14.38,9.48,9.75,9.0,9.87,9.12,8.76,8.13,8.03,7.49,8.05,-4.25,-4.62,-4.32,-3.83,-3.12,-1.49,1.96,9.3,15.56,23.65,33.78
Tajikistan,CAIT,Total including LUCF,All GHG,MtCO₂e,15.08,14.07,13.52,11.88,11.3,9.86,9.44,8.66,8.43,8.39,8.73,8.38,7.71,7.26,7.18,6.62,6.46,6.41,6.76,7.11,7.59,7.65,7.41,8.04,8.63,11.1,13.94,16.95,17.82
Kyrgyzstan,CAIT,Total including LUCF,All GHG,MtCO₂e,14.86,12.97,13.25,16.23,15.67,15.13,15.6,13.01,12.32,12.65,13.02,11.85,10.6,10.49,10.81,10.66,10.02,9.07,8.64,8.68,10.03,9.82,9.93,8.99,11.68,16.86,21.71,29.36,31.63
Gabon,CAIT,Total including LUCF,All GHG,MtCO₂e,13.97,14.03,14.85,14.46,14.33,14.52,14.5,14.26,9.91,9.25,9.27,9.03,8.98,9.44,9.33,9.1,8.95,9.11,9.72,10.15,10.49,10.66,10.82,11.06,11.19,11.51,11.46,11.26,11.08
El Salvador,CAIT,Total including LUCF,All GHG,MtCO₂e,13.44,13.05,13.8,13.81,13.34,13.05,13.78,13.63,13.7,13.95,14.34,14.9,14.29,13.82,13.48,13.17,12.65,12.45,11.84,11.98,11.81,11.73,10.89,10.98,10.73,10.05,9.51,9.1,8.25
Moldova,CAIT,Total including LUCF,All GHG,MtCO₂e,13.28,12.81,12.78,12.02,11.81,11.15,12.0,12.25,11.53,10.77,11.45,11.58,11.36,11.7,11.41,11.42,10.82,10.68,11.15,12.0,13.36,14.82,16.53,18.29,20.35,23.42,26.81,32.03,38.12
Suriname,CAIT,Total including LUCF,All GHG,MtCO₂e,13.15,13.26,13.42,12.74,12.63,12.19,12.35,11.87,7.33,7.0,6.86,6.67,6.78,6.83,6.65,6.3,6.07,6.6,6.18,6.88,6.83,6.76,6.78,6.67,6.55,6.52,6.58,6.47,6.12
Mauritania,CAIT,Total including LUCF,All GHG,MtCO₂e,12.99,12.84,12.17,13.22,12.55,12.06,12.07,11.62,11.5,10.92,10.14,10.74,10.48,10.11,9.96,9.92,9.75,9.66,9.55,9.13,8.56,8.28,7.99,7.47,7.37,7.44,7.23,7.36,7.12
Sierra Leone,CAIT,Total including LUCF,All GHG,MtCO₂e,10.57,10.88,11.03,11.23,10.97,10.45,10.49,9.37,8.73,9.0,8.66,9.43,10.16,8.7,8.73,8.31,7.38,6.95,6.52,6.34,6.67,6.54,6.56,7.31,7.64,7.66,7.57,7.46,7.47
Haiti,CAIT,Total including LUCF,All GHG,MtCO₂e,10.56,10.54,10.53,10.34,10.01,9.65,9.36,9.62,8.64,8.1,8.06,8.04,7.63,7.58,7.49,7.62,7.58,7.29,7.12,6.65,6.51,6.37,5.97,5.69,4.9,5.4,5.76,5.35,5.13
Macedonia,CAIT,Total including LUCF,All GHG,MtCO₂e,10.51,11.01,10.53,10.56,10.82,11.24,12.12,12.7,11.75,11.91,12.61,12.81,12.37,12.33,11.95,12.17,11.26,11.88,11.85,12.13,13.03,12.26,13.44,11.91,12.27,12.72,12.72,13.31,13.98
Jamaica,CAIT,Total including LUCF,All GHG,MtCO₂e,10.2,8.87,9.41,9.02,9.13,9.29,8.81,9.24,6.44,6.83,8.57,10.97,11.05,9.85,9.89,9.97,9.55,9.38,12.22,12.1,11.78,11.21,11.07,10.73,10.41,10.37,10.18,9.39,9.39
Luxembourg,CAIT,Total including LUCF,All GHG,MtCO₂e,9.94,9.64,9.5,9.81,10.32,10.81,11.34,11.59,11.46,10.86,11.44,11.52,12.11,12.3,12.07,10.63,10.23,9.44,8.85,8.23,7.84,8.52,9.02,8.94,11.09,11.93,11.72,12.04,11.56
Albania,CAIT,Total including LUCF,All GHG,MtCO₂e,9.84,10.06,9.49,9.01,9.08,8.6,8.4,8.79,8.01,7.73,7.67,7.94,7.88,7.98,8.19,8.13,7.7,7.08,8.48,8.09,6.88,6.65,7.36,7.63,7.87,7.03,7.09,9.15,11.51
Armenia,CAIT,Total including LUCF,All GHG,MtCO₂e,9.4,9.32,9.54,9.18,9.18,9.22,9.29,8.3,7.88,8.02,9.11,8.56,7.9,7.47,6.75,6.35,5.93,6.26,6.15,5.8,6.31,6.39,5.78,6.85,6.24,8.77,14.95,25.07,24.44
Togo,CAIT,Total including LUCF,All GHG,MtCO₂e,9.24,8.84,9.06,8.74,7.99,8.27,8.42,8.94,8.49,8.66,7.21,6.89,7.22,7.8,6.86,7.09,6.44,5.95,7.95,8.36,7.89,6.92,7.14,6.62,6.59,6.3,6.4,6.71,6.89
Burundi,CAIT,Total including LUCF,All GHG,MtCO₂e,8.99,8.88,8.25,2.94,2.96,3.02,2.66,2.6,7.36,7.02,6.87,6.74,6.67,6.51,6.47,6.44,6.49,6.53,8.67,8.73,8.73,8.71,8.67,8.66,8.44,8.5,8.48,8.44,8.33
Latvia,CAIT,Total including LUCF,All GHG,MtCO₂e,8.89,8.47,8.56,8.83,8.76,8.84,8.89,9.1,-1.41,-2.59,-1.8,-1.48,-1.91,-2.44,-2.6,-2.69,-2.83,-2.87,-2.21,-1.52,-0.87,-0.44,0.12,0.13,1.8,4.78,7.97,10.66,12.38
Costa Rica,CAIT,Total including LUCF,All GHG,MtCO₂e,8.54,8.43,8.31,7.4,7.49,7.49,7.0,7.01,13.11,12.99,13.4,13.24,11.82,11.51,10.97,10.99,10.62,10.59,13.19,13.33,13.53,12.78,12.68,12.73,13.16,12.77,12.71,11.61,11.34
Cyprus,CAIT,Total including LUCF,All GHG,MtCO₂e,8.35,8.43,8.29,7.83,7.77,7.38,8.05,8.56,8.87,9.18,9.36,9.17,8.85,8.74,8.6,8.65,7.99,7.76,8.03,7.77,7.49,7.17,7.08,6.7,6.81,6.56,6.29,5.87,5.35
Eritrea,CAIT,Total including LUCF,All GHG,MtCO₂e,7.93,7.78,7.7,7.52,7.68,7.8,7.91,8.01,7.95,7.95,7.8,7.76,7.34,7.48,7.61,7.7,7.7,7.91,8.34,8.25,8.09,8.09,7.61,7.11,6.51,5.8,5.7,4.66,4.12
Rwanda,CAIT,Total including LUCF,All GHG,MtCO₂e,7.82,7.76,7.71,7.85,7.18,7.15,6.98,6.82,7.78,7.53,7.41,7.22,7.01,6.74,6.81,6.86,6.85,6.73,6.8,6.76,6.57,6.41,6.29,6.15,6.38,6.51,6.59,6.66,6.68
Belize,CAIT,Total including LUCF,All GHG,MtCO₂e,6.82,6.84,6.77,7.0,6.79,6.94,6.94,7.22,4.6,5.44,4.42,4.46,4.28,4.25,4.11,4.52,4.29,4.18,7.43,8.44,9.6,10.57,11.55,12.71,13.8,13.7,13.63,13.41,13.2
Mauritius,CAIT,Total including LUCF,All GHG,MtCO₂e,6.71,6.7,6.5,6.37,6.33,6.12,5.99,5.83,5.86,5.59,5.59,5.48,5.34,4.91,4.72,4.7,4.5,4.48,4.27,3.84,3.31,3.03,2.92,2.75,2.69,2.61,2.45,2.36,2.26
Timor-Leste,CAIT,Total including LUCF,All GHG,MtCO₂e,6.66,6.86,7.23,7.36,7.33,7.36,7.39,7.41,7.52,7.21,6.89,6.52,6.23,5.88,4.9,4.1,3.26,2.2,1.13,1.07,1.18,1.16,1.15,1.13,1.11,1.03,0.99,0.99,0.92
Lesotho,CAIT,Total including LUCF,All GHG,MtCO₂e,5.85,5.78,5.42,5.39,5.39,5.28,5.28,5.1,4.9,4.75,4.53,4.46,4.26,4.19,3.99,4.01,3.93,4.08,4.08,4.13,3.63,3.61,3.59,3.59,3.63,3.62,3.61,3.39,3.33
Guinea-Bissau,CAIT,Total including LUCF,All GHG,MtCO₂e,4.44,4.39,4.37,4.59,4.35,4.25,4.48,4.05,4.13,3.99,3.91,4.15,4.14,3.85,3.9,3.88,3.79,3.65,3.47,3.77,3.41,3.18,3.14,3.49,3.46,3.43,3.4,3.36,3.35
Montenegro,CAIT,Total including LUCF,All GHG,MtCO₂e,3.83,3.56,3.43,3.69,3.59,3.69,3.83,4.07,0.05,-0.7,0.36,-0.1,0.09,0.03,-1.75,-1.6,-1.61,-1.61,2.17,2.23,2.25,2.25,2.22,2.19,2.13,2.12,2.11,2.23,2.24
Barbados,CAIT,Total including LUCF,All GHG,MtCO₂e,3.79,3.72,3.81,3.77,3.76,3.94,4.65,4.09,3.99,7.01,4.17,3.85,3.83,3.77,3.73,3.73,3.72,3.67,3.6,3.65,3.61,3.49,3.38,3.37,3.32,3.24,3.39,3.15,3.12
Iceland,CAIT,Total including LUCF,All GHG,MtCO₂e,3.35,3.34,3.22,3.25,3.21,3.14,2.98,2.99,3.24,3.36,3.7,3.81,3.8,3.33,3.37,3.3,3.33,3.27,3.43,3.4,3.42,3.27,3.29,3.04,3.1,3.02,3.06,3.26,3.38
Gambia,CAIT,Total including LUCF,All GHG,MtCO₂e,3.31,3.23,3.19,3.15,3.12,2.97,2.89,2.79,3.09,3.01,2.64,2.46,2.39,2.27,2.4,2.49,2.57,2.79,3.31,3.66,3.72,3.99,4.3,4.63,5.1,5.56,5.44,5.32,5.16
Eswatini,CAIT,Total including LUCF,All GHG,MtCO₂e,3.0,2.93,3.09,2.88,2.83,3.41,2.9,2.84,2.82,2.79,2.88,2.99,2.77,2.87,2.83,2.82,2.78,2.74,2.93,3.02,2.99,2.89,2.56,2.68,2.68,2.32,2.6,2.65,2.61
Bahamas,CAIT,Total including LUCF,All GHG,MtCO₂e,2.65,2.61,2.6,2.76,3.0,3.53,4.0,2.82,2.42,6.38,2.48,2.38,2.34,2.36,2.5,2.53,2.56,2.4,2.52,2.58,2.62,2.1,2.3,2.36,2.3,2.37,2.8,2.14,2.04
Maldives,CAIT,Total including LUCF,All GHG,MtCO₂e,2.38,2.23,2.12,1.66,1.65,1.39,1.38,1.22,1.14,1.08,1.02,1.01,1.0,0.84,0.86,0.64,0.72,0.59,0.56,0.52,0.4,0.42,0.35,0.33,0.27,0.26,0.28,0.21,0.21
Grenada,CAIT,Total including LUCF,All GHG,MtCO₂e,2.36,2.33,2.31,2.29,2.26,2.32,2.41,2.27,2.26,2.77,2.24,2.21,2.19,2.16,2.14,2.15,2.13,2.1,2.07,2.07,2.06,2.02,1.99,1.96,1.93,1.91,1.92,1.86,1.84
Malta,CAIT,Total including LUCF,All GHG,MtCO₂e,2.03,2.01,1.86,2.16,2.84,2.83,3.16,2.98,2.99,2.89,3.08,3.14,3.05,2.97,2.92,2.92,2.62,2.78,2.41,2.67,2.63,2.73,2.57,2.62,2.76,3.05,2.41,2.43,2.52
Djibouti,CAIT,Total including LUCF,All GHG,MtCO₂e,1.48,1.46,1.47,1.52,1.43,1.52,1.46,1.42,1.46,1.4,1.41,1.4,1.36,1.36,1.32,1.33,1.31,1.28,1.27,1.23,1.19,1.18,1.15,1.1,1.05,1.04,1.02,1.01,0.99
Antigua and Barbuda,CAIT,Total including LUCF,All GHG,MtCO₂e,1.21,1.16,1.13,1.1,1.07,1.06,1.29,1.07,1.04,1.93,0.97,0.92,0.86,0.79,0.76,0.75,0.71,0.65,0.61,0.59,0.57,0.52,0.49,0.46,0.43,0.43,0.45,0.37,0.36
Bhutan,CAIT,Total including LUCF,All GHG,MtCO₂e,1.16,1.11,1.01,0.77,0.74,0.67,0.62,0.48,-4.99,-5.14,-5.16,-5.03,-5.11,-5.09,-5.28,-5.25,-5.21,-5.24,-5.18,-5.13,-5.19,-5.2,-5.29,-5.32,-5.42,-5.45,-5.42,-5.41,-5.46
Vanuatu,CAIT,Total including LUCF,All GHG,MtCO₂e,0.87,0.86,0.86,0.81,0.82,0.76,0.76,0.76,0.74,0.72,0.73,0.73,0.6,0.6,0.58,0.59,0.57,0.57,0.59,0.61,0.6,0.6,0.59,0.57,0.56,0.56,0.53,0.51,0.5
Samoa,CAIT,Total including LUCF,All GHG,MtCO₂e,0.8,0.78,0.77,0.73,0.68,0.66,0.65,0.65,0.63,0.62,0.6,0.61,0.61,0.61,0.59,0.58,0.57,0.57,0.55,0.54,0.54,0.53,0.53,0.52,0.52,0.48,0.47,0.47,0.47
Seychelles,CAIT,Total including LUCF,All GHG,MtCO₂e,0.78,0.74,0.69,0.65,0.6,0.54,0.57,0.52,0.56,0.62,0.81,0.75,0.84,0.79,0.85,0.65,0.63,0.73,0.67,0.61,0.52,0.43,0.32,0.28,0.28,0.26,0.24,0.24,0.22
Cape Verde,CAIT,Total including LUCF,All GHG,MtCO₂e,0.77,0.73,0.71,0.66,0.65,0.65,0.67,0.7,0.71,0.67,0.62,0.6,0.64,0.58,0.47,0.43,0.4,0.37,-0.11,-0.13,-0.17,-0.2,-0.21,-0.2,-0.23,-0.22,-0.22,-0.26,-0.27
Comoros,CAIT,Total including LUCF,All GHG,MtCO₂e,0.65,0.64,0.6,0.57,0.55,0.55,0.52,0.51,0.5,0.46,0.45,0.42,0.47,0.47,0.45,0.43,0.41,0.4,0.38,0.4,0.39,0.37,0.37,0.36,0.36,0.35,0.34,0.34,0.34
Andorra,CAIT,Total including LUCF,All GHG,MtCO₂e,0.59,0.59,0.59,0.58,0.58,0.59,0.6,0.6,0.63,0.62,0.64,0.64,0.64,0.66,0.64,0.61,0.6,0.59,0.59,0.57,0.54,0.51,0.49,0.46,0.44,0.44,0.43,0.43,0.43
Saint Lucia,CAIT,Total including LUCF,All GHG,MtCO₂e,0.59,0.57,0.54,0.56,0.54,0.49,0.69,0.54,0.58,1.22,0.49,0.47,0.56,0.53,0.56,0.56,0.52,0.56,0.49,0.58,0.66,0.75,0.82,0.89,0.93,0.88,0.88,0.77,0.75
Sao Tome and Principe,CAIT,Total including LUCF,All GHG,MtCO₂e,0.41,0.4,0.39,0.39,0.38,0.39,0.38,0.36,0.16,0.15,0.14,0.13,0.13,0.13,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1
Saint Kitts and Nevis,CAIT,Total including LUCF,All GHG,MtCO₂e,0.37,0.35,0.35,0.35,0.34,0.33,0.45,0.37,0.35,0.81,0.35,0.35,0.33,0.32,0.33,0.32,0.32,0.3,0.28,0.27,0.27,0.25,0.24,0.24,0.23,0.22,0.23,0.19,0.19
Saint Vincent and the Grenadines,CAIT,Total including LUCF,All GHG,MtCO₂e,0.37,0.35,0.35,0.3,0.37,0.3,0.48,0.31,0.33,1.07,0.3,0.38,0.33,0.33,0.33,0.31,0.31,0.29,0.2,0.22,0.23,0.19,0.18,0.18,0.17,0.15,0.15,0.11,0.11
Tonga,CAIT,Total including LUCF,All GHG,MtCO₂e,0.35,0.34,0.31,0.27,0.27,0.26,0.26,0.25,0.26,0.28,0.27,0.27,0.29,0.28,0.27,0.26,0.24,0.23,0.24,0.26,0.24,0.25,0.24,0.26,0.27,0.26,0.25,0.27,0.25
